25,2020,040900,,,1,31-334000,          Computer & Electronic Product Manufacturing,"7,000","7,000","7,000","7,100","7,100","7,200","7,200","7,300","7,300","7,400","7,500","7,700","7,800","7,900","7,900","7,900","8,000","8,200","8,000","8,100","8,100","8,100","8,100","8,200","8,000","8,000","8,000","7,900","7,800","7,700","7,700","7,700","7,500","7,400","7,200","7,200","7,100","7,200","7,100","7,000","7,000","6,900","6,900","6,900","6,900","6,800","6,800","6,800","6,600","6,700","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,500","6,500","6,500","6,400","6,400","6,400","6,400","6,300","6,300","6,300","6,300","6,200","6,400","6,200","6,200","6,300","6,300","6,300","6,000","5,900","5,800","5,800","5,700","5,700","5,600","5,500","5,400","5,300","5,200","4,700","4,800","4,800","4,900","4,800","4,800","4,700","4,800","4,800","4,800","4,500","4,400","4,400","4,400","4,400","4,500","4,500","4,500","4,500","4,700","4,700","4,800","4,800","4,900","4,800","4,600","4,600","4,600","4,600","4,600","4,700","4,700","4,700","4,700","4,600","4,600","4,600","4,500","4,400","4,500","4,500","4,500","4,500","4,500","4,400","4,500","4,500","4,500","4,500","4,500","4,500","4,600","4,500","4,600","4,600","4,500","4,500"
29,2020,040900,"311000-316000, 322000-326000",,1,32-000000,        Nondurable Goods,"10,700","10,600","10,600","10,700","10,700","10,700","10,700","11,700","11,900","11,400","10,900","10,900","10,400","10,500","10,500","10,600","10,600","10,500","10,300","11,200","11,500","11,600","10,600","10,600","10,400","10,400","10,300","10,500","10,500","10,800","11,100","11,700","11,900","10,900","10,600","10,600","10,400","10,400","10,200","10,300","10,300","10,300","10,500","11,300","11,400","10,400","10,300","10,400","10,200","10,300","10,300","10,400","10,500","10,700","11,200","11,800","11,900","11,000","11,000","11,000","11,100","11,100","11,300","11,300","11,300","11,600","12,000","12,400","12,600","11,600","11,600","11,600","11,400","11,400","11,500","11,600","12,100","11,800","12,300","12,800","12,900","12,000","11,900","11,800","11,700","11,800","11,800","12,000","12,400","12,300","12,700","13,200","13,400","12,700","12,400","12,400","12,100","12,200","12,200","12,300","12,500","12,600","13,200","13,500","13,700","13,100","12,800","12,700","12,500","12,500","12,500","12,800","12,900","13,000","12,900","13,700","13,900","14,000","13,200","13,400","13,200","13,400","13,400","12,200","12,500","13,000","13,000","13,700","14,100","13,400","12,700","12,800","12,800","12,500","12,200","12,800","13,100","13,900","13,900","15,200","15,100","15,200","14,900"
30,2020,040900,,,1,32-311000,          Food Manufacturing,"4,100","4,000","4,100","4,100","4,100","4,100","4,200","5,100","5,300","4,800","4,400","4,500","4,200","4,200","4,200","4,200","4,200","4,100","4,200","5,100","5,300","5,500","4,400","4,500","4,400","4,300","4,300","4,300","4,300","4,600","4,800","5,400","5,500","4,500","4,300","4,200","4,100","4,100","3,900","3,900","3,900","3,800","4,000","4,700","4,700","3,700","3,600","3,600","3,500","3,500","3,500","3,600","3,600","3,600","4,100","4,600","4,700","3,800","3,800","3,800","3,900","3,900","3,900","3,900","3,900","4,100","4,300","4,700","4,900","3,900","3,900","3,900","3,800","3,800","3,800","3,800","4,300","4,000","4,200","4,700","4,800","4,000","4,000","4,000","4,000","4,000","4,000","4,100","4,400","4,300","4,400","4,900","5,000","4,300","4,200","4,200","4,000","4,000","4,000","4,000","4,000","4,100","4,600","4,900","5,000","4,400","4,200","4,200","4,100","4,100","4,100","4,300","4,300","4,300","4,200","4,900","5,100","5,100","4,300","4,300","4,300","4,400","4,400","4,400","4,400","4,500","4,700","5,500","5,700","5,100","4,300","4,300","4,300","4,300","4,300","4,500","4,600","4,600","4,800","5,700","5,800","5,700","5,500"
32,2020,040900,"220000, 420000-813000, 92000",,1,07-000000,    Service Providing,"758,100","758,700","761,000","764,600","769,000","768,900","755,200","751,700","754,100","760,500","763,000","762,500","753,800","756,400","758,400","760,600","760,900","761,000","750,700","753,800","757,600","762,600","768,500","768,100","758,700","764,300","769,000","777,500","780,100","785,900","770,200","772,200","772,400","778,900","786,800","785,300","783,000","787,800","790,900","791,600","793,800","795,700","784,600","787,700","789,800","795,900","805,200","805,100","796,200","799,200","803,500","807,500","810,800","816,100","801,800","806,300","807,900","815,700","822,900","822,300","816,500","818,500","823,300","826,800","829,700","833,800","829,500","830,900","831,200","841,400","847,700","850,600","843,800","849,100","850,400","856,600","858,800","861,600","857,400","860,000","859,600","866,500","872,800","876,100","863,100","866,400","870,600","875,100","878,500","883,200","873,700","875,200","876,600","885,400","891,700","895,000","885,900","889,800","893,000","897,000","900,700","904,100","895,100","899,000","898,400","906,700","913,100","915,400","904,400","908,000","911,000","912,000","915,700","917,400","911,000","916,700","913,800","923,200","930,100","928,000","920,400","923,700","918,800","802,000","810,500","841,100","843,100","844,500","852,600","867,900","873,000","865,500","851,700","858,800","863,800","868,100","869,800","876,800","869,200","875,600","877,500","889,100","895,700"
33,2020,040900,,,1,08-000000,    Private Service Providing,"527,100","526,700","527,400","528,200","528,900","531,800","532,500","532,400","530,000","530,500","532,200","536,500","526,500","527,300","528,100","529,700","531,400","532,700","536,600","538,800","538,400","537,400","543,300","547,100","537,000","540,400","542,800","551,000","553,500","558,200","557,800","559,300","556,400","556,700","563,700","566,500","562,300","565,300","566,200","566,800","567,800","569,300","569,800","571,600","570,400","571,800","577,900","581,400","570,900","571,700","574,900","576,600","579,300","583,000","583,200","586,000","584,400","584,000","589,400","593,800","585,600","586,900","589,900","592,600","595,900","598,700","604,800","605,000","602,800","606,300","611,000","616,800","609,800","614,600","613,800","620,000","621,200","623,600","628,300","630,200","628,300","630,800","635,900","640,200","628,400","631,300","633,300","638,000","640,400","645,000","645,200","647,200","645,400","648,100","653,200","657,200","648,700","651,600","653,000","656,700","659,500","662,300","665,700","667,600","664,000","666,700","672,000","675,000","664,200","666,900","667,600","669,100","671,200","673,800","676,600","678,800","675,700","678,300","684,900","687,400","678,500","681,800","676,600","562,200","575,900","609,500","616,900","615,100","620,400","630,900","636,500","631,400","618,600","626,000","628,200","630,800","630,800","637,200","642,900","644,100","644,200","650,600","654,400"
34,2020,040900,"220000, 420000-490000",,1,40-000000,"      Trade, Transportation & Utilities","132,100","130,000","130,000","130,600","131,100","131,200","131,500","132,100","131,800","133,100","135,800","137,800","132,200","130,800","130,700","131,000","131,700","132,400","133,100","133,700","133,900","135,500","139,700","141,500","135,500","133,900","134,300","136,400","137,300","138,400","138,500","139,100","139,300","140,000","144,600","146,000","140,000","138,800","138,800","139,000","139,600","140,200","140,700","140,600","140,400","142,000","146,900","148,200","141,700","140,300","140,400","140,400","140,900","141,800","142,400","143,200","142,700","143,700","148,300","150,300","144,200","142,700","143,000","144,100","145,200","145,300","146,600","147,300","147,500","149,400","154,100","155,400","149,800","148,800","148,600","150,100","150,800","151,000","152,400","153,200","152,500","153,800","158,900","159,500","153,900","151,900","151,500","152,600","153,300","153,700","154,400","155,400","155,100","157,000","161,600","162,700","157,700","156,100","156,100","156,900","157,600","158,200","160,300","160,400","160,000","161,600","166,400","166,800","160,500","158,900","158,200","158,400","159,300","159,800","160,900","161,300","161,000","162,300","167,200","168,100","161,800","160,500","159,600","139,400","141,400","151,100","154,000","155,500","157,200","159,900","166,600","168,500","163,000","160,700","160,800","159,200","159,700","160,800","160,100","161,100","161,800","164,400","168,600"
35,2020,040900,,,1,41-000000,        Wholesale Trade,"22,700","22,500","22,300","22,600","22,600","22,400","22,300","22,300","22,300","22,500","22,500","22,600","22,500","22,400","22,500","23,000","23,200","23,400","23,400","23,400","23,600","24,000","24,300","24,500","24,200","24,500","24,900","25,200","25,200","25,300","25,000","24,900","24,800","24,800","24,800","24,900","24,500","24,500","24,500","24,600","24,500","24,600","24,700","24,400","24,400","24,600","24,700","24,600","24,400","24,400","24,300","24,200","24,100","24,200","24,100","24,000","24,000","23,900","24,000","24,000","24,100","24,000","23,900","24,200","24,300","24,300","24,500","24,400","24,400","24,900","25,000","25,000","25,000","25,000","24,900","25,300","25,300","25,300","25,700","25,800","25,600","25,700","25,800","26,000","25,800","26,000","25,900","26,100","26,200","26,500","26,600","26,600","26,600","26,800","27,100","27,400","27,800","28,000","28,100","28,200","28,100","28,300","28,800","28,700","28,500","28,500","28,600","28,700","28,900","29,100","28,900","28,700","28,700","28,800","28,700","28,500","28,300","28,400","28,300","28,400","27,700","27,700","27,700","25,800","25,900","26,300","26,500","26,500","26,400","26,500","26,600","26,300","26,300","25,300","26,200","25,800","26,300","26,400","26,300","26,300","26,000","26,000","26,000"
36,2020,040900,,,1,41-423000,"          Merchant Wholesalers, Durable Goods","12,200","12,200","12,000","12,200","12,100","12,200","12,100","12,100","12,200","12,400","12,600","12,900","13,100","13,100","13,300","13,500","13,500","13,600","13,400","13,400","13,400","13,600","13,800","13,900","14,000","14,100","14,100","14,400","14,400","14,500","14,300","14,300","14,200","14,200","14,300","14,400","14,300","14,300","14,400","14,300","14,100","14,200","14,100","13,800","13,800","13,800","13,800","13,700","13,600","13,500","13,400","13,300","13,300","13,300","13,300","13,200","13,200","13,000","13,100","13,100","13,200","13,200","13,200","13,300","13,300","13,400","13,500","13,500","13,500","13,900","14,000","14,000","14,100","14,100","14,000","14,100","14,100","14,100","14,300","14,300","14,200","14,300","14,400","14,500","14,500","14,600","14,600","14,600","14,700","14,900","14,900","14,800","14,900","15,000","15,200","15,300","15,500","15,600","15,600","15,700","15,700","15,900","16,200","16,100","16,000","16,000","16,100","16,300","16,600","16,700","16,600","16,500","16,500","16,600","16,700","16,500","16,500","16,600","16,600","16,800","16,400","16,500","16,500","15,600","15,400","15,800","15,900","15,800","15,700","15,500","15,700","15,600","15,900","14,800","15,400","15,300","15,500","15,400","15,400","15,400","15,300","15,300","15,300"
37,2020,040900,,,1,41-424000,"          Merchant Wholesalers, Nondurable Goods","8,700","8,600","8,600","8,900","8,900","8,900","8,700","8,800","8,800","8,900","8,900","8,900","8,800","8,800","8,800","9,100","9,100","9,100","9,200","9,100","9,100","9,000","9,000","9,000","8,900","8,900","9,100","8,900","8,900","8,900","8,800","8,800","8,800","8,800","8,800","8,700","8,600","8,600","8,500","8,700","8,800","8,800","8,900","8,800","8,800","9,000","9,000","9,000","9,300","9,400","9,400","9,400","9,400","9,300","9,300","9,300","9,400","9,400","9,400","9,400","9,100","9,200","9,100","9,200","9,300","9,200","9,200","9,200","9,100","9,200","9,200","9,200","9,000","9,100","9,100","9,400","9,500","9,500","9,600","9,700","9,700","9,700","9,700","9,700","9,600","9,700","9,700","9,800","9,800","9,900","10,000","10,100","10,100","10,200","10,300","10,400","10,600","10,700","10,800","10,800","10,800","10,800","11,000","11,000","10,900","10,800","10,900","10,800","10,700","10,700","10,600","10,400","10,400","10,400","10,300","10,200","10,100","10,000","9,900","9,900","9,800","9,700","9,600","9,100","9,200","9,100","9,300","9,300","9,300","9,500","9,400","9,400","9,300","9,200","9,400","9,300","9,500","9,500","9,500","9,500","9,400","9,400","9,500"
39,2020,040900,440000-450000,,1,42-000000,        Retail Trade,"87,200","85,600","85,700","86,400","86,900","87,100","87,600","88,100","88,000","89,000","91,700","93,200","89,000","87,700","87,300","87,200","87,500","87,900","88,600","89,000","89,100","90,200","94,000","95,300","90,700","88,700","88,800","89,700","90,300","90,900","91,200","91,800","91,900","92,600","97,000","97,800","92,900","91,700","91,700","91,800","92,400","92,700","93,200","93,300","93,000","94,400","98,800","99,700","94,500","93,200","93,400","93,300","93,600","94,200","94,700","95,200","94,700","95,800","99,800","101,100","96,200","94,900","95,200","95,900","96,800","96,800","97,400","97,900","98,000","99,200","103,300","103,900","99,500","98,700","98,400","99,000","99,200","99,100","99,900","100,400","99,900","101,100","105,100","105,100","101,200","99,300","98,900","100,000","100,400","100,400","100,700","101,400","101,000","102,200","105,400","105,500","101,600","100,100","99,900","100,300","100,800","100,900","102,200","102,300","101,800","102,400","105,900","105,900","100,700","99,600","99,000","99,200","99,700","99,400","99,800","100,100","99,900","100,500","104,100","104,000","99,900","99,400","98,800","81,900","83,100","91,500","93,600","94,700","96,000","97,900","101,500","102,300","98,600","97,600","97,400","97,000","97,600","98,000","97,500","97,600","98,000","100,500","103,500"
40,2020,040900,,,1,42-441000,          Motor Vehicle & Parts Dealer,"10,000","10,000","9,900","10,100","10,200","10,200","10,400","10,500","10,500","10,500","10,400","10,300","10,500","10,600","10,700","10,800","10,900","11,000","11,200","11,300","11,300","11,400","11,400","11,400","11,300","11,300","11,400","11,700","11,800","12,000","12,000","12,200","12,000","12,200","12,200","12,200","12,100","12,100","12,200","12,300","12,400","12,400","12,500","12,700","12,600","12,700","12,700","12,700","12,500","12,600","12,600","12,700","12,800","12,700","12,900","12,900","12,800","12,900","12,900","13,000","12,800","13,100","13,100","13,300","13,500","13,300","13,500","13,700","13,500","13,600","13,600","13,600","13,800","14,000","13,800","14,200","14,200","13,900","14,400","14,500","14,300","14,300","14,400","14,100","14,100","14,100","13,900","14,500","14,600","14,500","14,700","14,800","14,500","14,900","14,900","14,800","14,800","14,900","14,800","15,100","15,200","15,100","15,300","15,300","15,100","15,400","15,400","15,300","15,100","15,300","15,200","15,400","15,400","15,200","15,400","15,400","15,200","15,200","15,200","15,100","15,000","15,000","14,900","12,100","12,200","12,800","13,100","13,400","13,500","13,700","13,700","13,800","13,700","13,800","13,900","14,100","14,100","14,300","14,300","14,400","14,400","14,500","14,600"
41,2020,040900,,,1,42-444000,          Building Material & Garden Equipment Stores,"7,100","7,100","7,200","7,400","7,500","7,600","7,500","7,400","7,200","7,200","7,000","7,000","6,800","6,900","6,900","7,100","7,300","7,400","7,400","7,500","7,400","7,300","7,200","7,100","7,100","7,200","7,300","7,700","7,800","7,800","7,800","7,800","7,800","7,600","7,600","7,500","7,100","7,400","7,700","8,000","8,200","8,100","8,100","7,900","7,800","7,700","7,600","7,500","7,400","7,500","7,800","8,000","8,100","8,100","8,000","7,800","7,700","7,600","7,500","7,500","7,400","7,600","8,000","8,300","8,400","8,200","8,000","7,900","7,800","7,900","7,900","7,900","7,800","8,000","8,300","8,500","8,600","8,500","8,500","8,300","8,200","8,200","8,000","8,000","7,900","8,000","8,300","8,600","8,700","8,700","8,500","8,400","8,200","8,300","8,200","8,100","8,100","8,400","8,700","8,700","8,800","8,900","8,800","8,600","8,300","8,300","8,100","8,000","7,800","8,100","8,300","8,600","8,700","8,600","8,600","8,400","8,200","8,100","7,900","7,800","7,900","8,200","8,400","8,300","8,700","9,000","8,800","9,500","8,800","8,800","8,800","8,900","8,700","9,000","9,200","9,300","9,600","9,800","9,400","9,100","9,100","9,100","9,000"
43,2020,040900,,,1,42-445100,            Grocery Stores,"16,400","16,200","16,200","16,200","16,400","16,500","16,600","16,700","16,800","16,900","17,200","17,200","17,000","16,800","16,800","16,500","16,300","16,400","16,500","16,400","16,500","16,600","16,700","16,800","16,700","16,500","16,600","16,800","16,800","17,000","17,000","17,200","17,300","17,300","17,300","17,500","17,400","17,300","17,200","17,100","17,300","17,500","17,600","17,600","17,600","17,400","17,800","18,000","17,600","17,700","17,700","17,600","17,800","18,100","18,500","18,600","18,500","18,500","18,700","18,800","18,600","18,700","18,600","18,500","18,600","18,800","19,000","18,800","18,600","18,500","18,500","18,700","18,500","18,500","18,400","18,500","18,700","18,900","19,100","19,200","19,200","19,100","19,100","18,900","18,700","18,700","18,800","18,700","18,900","19,300","19,300","19,400","19,000","18,900","18,900","18,800","18,500","18,700","18,700","18,900","19,100","19,100","19,600","19,500","19,400","19,200","19,300","19,500","19,100","19,200","19,100","19,100","19,300","19,200","19,400","19,200","19,100","19,100","19,200","19,100","19,000","19,200","19,200","19,700","20,100","20,100","20,100","20,200","20,400","20,400","20,500","20,400","20,300","20,400","20,300","20,100","20,000","20,000","19,800","19,900","19,800","20,100","20,200"
45,2020,040900,,,1,42-446000,          Health & Personal Care Stores,"5,400","5,400","5,300","5,400","5,400","5,300","5,300","5,300","5,200","5,400","5,500","5,600","5,400","5,400","5,300","5,400","5,400","5,400","5,400","5,500","5,500","5,500","5,700","5,600","5,400","5,400","5,400","5,300","5,300","5,400","5,400","5,300","5,400","5,400","5,700","5,600","5,400","5,200","5,300","5,300","5,300","5,300","5,300","5,200","5,200","5,400","5,600","5,600","5,400","5,300","5,300","5,300","5,300","5,400","5,200","5,200","5,200","5,300","5,700","5,600","5,300","5,300","5,300","5,300","5,300","5,200","5,200","5,200","5,500","5,400","5,700","5,600","5,400","5,600","5,600","5,600","5,500","5,600","5,700","5,600","5,600","5,700","6,000","5,900","5,900","5,800","5,800","5,900","5,800","5,800","5,900","5,900","5,900","6,000","6,300","6,400","6,200","6,000","6,100","6,000","5,900","5,900","5,900","5,900","5,900","5,900","6,200","6,300","6,100","5,800","5,700","5,700","5,700","5,700","5,700","5,700","5,700","5,700","5,900","6,000","5,700","5,600","5,600","5,000","4,500","4,700","5,100","5,200","5,300","5,300","5,400","5,400","5,300","5,200","5,200","5,300","5,300","5,300","5,200","5,200","5,300","5,400","5,600"
46,2020,040900,,,1,42-448000,          Clothing & Clothing Accessories Stores,"7,500","7,300","7,400","7,400","7,400","7,400","7,600","7,700","7,400","7,600","8,500","9,000","7,700","7,400","7,400","7,400","7,400","7,600","7,700","7,700","7,600","7,900","9,000","9,400","8,200","7,900","7,900","7,900","7,900","8,100","8,100","8,000","7,800","8,000","9,500","9,400","8,200","7,900","7,800","7,700","7,800","7,900","8,000","7,900","7,800","7,900","9,400","9,400","8,200","7,900","7,900","7,800","7,700","7,900","8,000","8,100","7,800","8,100","9,300","9,500","8,400","8,000","8,000","8,000","8,100","8,200","8,300","8,300","8,200","8,300","9,600","9,600","8,600","8,300","8,200","8,100","8,000","8,100","8,400","8,400","8,200","8,400","9,300","9,500","8,600","8,200","8,100","8,200","8,100","8,300","8,100","8,200","8,000","8,100","9,000","9,200","8,300","7,900","7,900","7,900","8,000","8,100","8,100","8,100","7,800","8,000","9,200","9,200","8,300","7,800","7,800","7,800","7,700","7,800","8,000","8,000","7,800","7,900","8,800","9,000","8,000","7,700","7,600","2,500","2,500","5,300","6,100","5,400","6,100","7,100","7,900","8,300","7,400","7,100","7,100","7,200","7,400","7,600","7,700","7,900","7,900","8,000","8,900"
47,2020,040900,,,1,42-451000,"          Sporting Goods, Hobby, Book & Music Stores","4,600","4,300","4,300","4,200","4,300","4,100","4,200","4,300","4,400","4,300","4,600","4,900","4,600","4,200","4,200","4,100","4,200","4,100","4,100","4,200","4,300","4,200","4,500","4,800","4,300","4,100","4,100","4,100","4,100","4,000","4,000","4,300","4,200","4,300","4,700","4,800","4,400","4,300","4,100","4,100","4,000","4,000","4,000","4,200","4,200","4,200","4,600","4,700","4,400","4,000","4,000","3,900","4,000","3,900","4,000","4,200","4,100","4,200","4,600","4,800","4,400","4,000","3,900","3,900","3,900","3,800","3,900","4,300","4,300","4,300","4,700","4,800","4,500","4,200","4,000","4,100","4,100","4,000","3,900","3,900","3,900","3,900","4,500","4,700","4,500","4,000","3,900","4,000","4,000","3,900","3,900","4,200","4,300","4,300","4,700","4,800","4,400","4,100","4,100","4,100","4,000","4,000","3,900","4,100","4,000","4,000","4,300","4,400","4,000","3,900","3,800","3,800","3,700","3,600","3,700","3,800","3,800","3,800","4,100","4,300","4,100","3,900","3,800","2,300","2,300","2,900","3,100","3,200","3,300","3,300","3,500","3,600","3,400","3,200","3,200","3,100","3,100","3,100","3,100","3,200","3,300","3,300","3,500"
48,2020,040900,,,1,42-452000,          General Merchandise Stores,"18,600","17,900","18,000","17,800","18,000","18,000","18,000","18,300","18,500","18,800","19,900","20,500","18,600","18,000","17,800","17,700","17,800","17,800","17,800","17,900","18,000","18,700","20,400","20,900","19,000","17,900","17,700","17,700","17,800","17,900","18,000","18,100","18,300","18,600","20,300","20,900","18,700","18,200","18,300","18,100","18,100","18,200","18,400","18,300","18,300","19,000","20,600","21,200","18,900","18,400","18,400","18,400","18,400","18,400","18,500","18,800","18,900","19,300","21,000","21,800","19,500","18,600","18,800","18,900","19,200","19,200","19,300","19,500","19,900","20,300","22,100","22,500","20,200","19,500","19,500","19,400","19,400","19,500","19,500","19,700","19,600","20,100","22,000","21,800","20,200","19,100","19,000","18,900","18,900","18,800","18,900","19,200","19,400","19,800","21,500","21,400","19,900","18,800","18,600","18,400","18,500","18,500","19,100","19,200","19,200","19,000","20,700","21,300","19,100","18,400","18,100","18,000","18,100","18,000","18,100","18,400","18,500","18,900","20,800","21,000","18,700","18,200","18,100","16,100","16,300","17,900","17,900","18,000","18,500","18,900","20,700","20,800","19,500","19,100","18,400","18,100","17,800","18,200","18,500","18,400","18,800","19,600","20,800"
50,2020,040900,"220000, 480000-490000",,1,43-000000,"        Transportation, Warehousing & Utilities","22,200","21,900","22,000","21,600","21,600","21,700","21,600","21,700","21,500","21,600","21,600","22,000","20,700","20,700","20,900","20,800","21,000","21,100","21,100","21,300","21,200","21,300","21,400","21,700","20,600","20,700","20,600","21,500","21,800","22,200","22,300","22,400","22,600","22,600","22,800","23,300","22,600","22,600","22,600","22,600","22,700","22,900","22,800","22,900","23,000","23,000","23,400","23,900","22,800","22,700","22,700","22,900","23,200","23,400","23,600","24,000","24,000","24,000","24,500","25,200","23,900","23,800","23,900","24,000","24,100","24,200","24,700","25,000","25,100","25,300","25,800","26,500","25,300","25,100","25,300","25,800","26,300","26,600","26,800","27,000","27,000","27,000","28,000","28,400","26,900","26,600","26,700","26,500","26,700","26,800","27,100","27,400","27,500","28,000","29,100","29,800","28,300","28,000","28,100","28,400","28,700","29,000","29,300","29,400","29,700","30,700","31,900","32,200","30,900","30,200","30,300","30,500","30,900","31,600","32,400","32,700","32,800","33,400","34,800","35,700","34,200","33,400","33,100","31,700","32,400","33,300","33,900","34,300","34,800","35,500","38,500","39,900","38,100","37,800","37,200","36,400","35,800","36,400","36,300","37,200","37,800","37,900","39,100"
51,2020,040900,,,1,50-000000,      Information,"17,800","17,700","17,400","17,300","17,200","17,600","17,100","16,900","16,700","16,700","17,000","17,000","16,900","16,800","16,800","16,700","16,600","16,500","16,400","16,200","15,900","15,900","15,700","15,600","15,600","15,600","15,600","15,700","15,700","15,800","15,700","15,500","15,300","15,300","15,500","15,600","15,300","15,300","15,000","15,100","15,100","15,000","14,900","14,700","14,400","14,200","14,200","14,200","13,800","13,700","13,700","13,800","13,900","13,900","14,000","14,000","13,900","14,000","14,000","14,300","14,200","14,200","14,100","14,200","14,300","14,300","14,300","14,200","14,100","14,100","14,000","14,200","14,000","14,000","13,900","14,000","13,900","13,900","13,800","13,800","13,600","13,500","13,700","13,700","13,500","12,800","12,700","12,400","12,400","12,400","12,500","12,500","12,300","12,300","12,400","12,600","12,300","12,400","12,400","12,500","12,500","12,400","12,600","12,400","12,200","12,200","12,200","12,200","12,100","12,100","12,000","12,000","11,900","11,900","12,000","11,800","11,700","11,600","11,600","11,600","11,600","11,400","11,300","9,900","9,500","9,600","9,700","9,500","9,700","9,700","9,700","9,800","9,700","9,700","9,700","9,700","9,700","9,800","9,900","9,900","10,000","10,100","10,100"
52,2020,040900,,,1,50-511000,        Publishing Industries (except Internet),"3,000","3,000","2,900","3,000","3,000","2,900","3,000","2,900","2,900","2,900","2,900","2,900","2,900","2,900","2,900","2,900","2,900","2,900","2,800","2,800","2,800","2,900","2,900","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,700","2,700","2,700","2,800","2,700","2,700","2,700","2,700","2,700","2,700","2,600","2,600","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,400","2,400","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,500","2,600","2,600","2,500","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,600","2,500","2,500","2,500","2,500","2,500","2,600","2,600","2,500","2,500","2,500","2,500","2,500","2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,300","2,400","2,400","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,300","2,200","2,200","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,100"
53,2020,040900,,,1,50-517000,        Telecommunications,"9,900","9,800","9,600","9,400","9,400","9,700","9,200","9,100","9,000","8,900","9,100","9,100","9,200","9,200","9,100","9,000","8,900","8,800","8,600","8,500","8,300","8,200","8,000","7,900","7,900","7,900","7,900","7,900","7,900","7,900","7,800","7,700","7,700","7,700","7,700","7,800","7,800","7,800","7,800","7,900","7,900","7,800","7,800","7,700","7,600","7,500","7,500","7,400","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,500","6,500","6,400","6,300","6,200","6,200","6,100","6,100","6,000","5,900","5,900","5,800","5,800","5,700","5,600","5,600","5,500","5,500","5,500","5,300","5,400","5,300","5,300","5,200","5,100","5,000","4,900","4,200","4,100","3,800","3,800","3,700","3,700","3,700","3,700","3,700","3,600","3,600","3,600","3,600","3,600","3,600","3,500","3,400","3,500","3,400","3,400","3,400","3,300","3,300","3,400","3,400","3,300","3,200","3,100","3,100","3,100","3,100","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,900","2,800","2,900","2,900","2,900","2,900","2,800","2,900","2,900","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800"
55,2020,040900,520000-530000,,1,55-000000,      Financial Activities,"50,500","50,100","50,100","49,600","49,300","49,500","48,900","48,700","48,500","48,300","47,200","47,200","47,200","46,900","47,000","47,200","47,500","47,500","47,900","48,100","47,900","47,700","47,500","47,600","47,900","48,000","48,200","48,600","48,700","49,100","49,600","49,600","49,500","49,800","49,700","50,100","49,900","50,100","50,200","50,500","50,500","50,600","51,100","50,900","50,300","49,700","49,400","49,600","49,100","48,900","48,700","48,700","48,900","49,300","49,400","49,600","49,500","50,000","50,000","50,300","50,200","50,500","50,700","50,700","51,100","51,400","52,100","51,800","51,300","51,600","51,800","51,700","51,300","51,500","51,400","51,600","51,700","51,700","52,500","52,500","52,300","52,400","52,400","52,400","52,100","52,200","52,200","52,100","52,300","52,500","53,100","53,100","52,800","53,000","52,800","53,000","53,800","53,600","53,600","53,900","53,900","53,900","53,800","53,600","53,300","53,300","52,900","52,900","52,300","52,400","52,200","52,200","52,300","52,700","52,800","52,900","52,500","52,700","52,600","52,800","52,800","53,000","52,800","50,600","50,700","50,900","51,100","51,300","51,100","52,500","53,000","51,900","51,400","51,300","51,400","51,700","51,700","51,800","52,200","51,900","52,100","52,500","53,000"
56,2020,040900,,,1,55-520000,        Finance & Insurance,"38,300","38,000","37,900","37,300","37,100","37,000","36,500","36,300","36,300","36,200","35,300","35,200","35,300","35,000","35,100","35,500","35,600","35,500","35,600","35,700","35,700","35,600","35,500","35,600","36,000","36,200","36,300","36,400","36,300","36,400","36,600","36,600","36,700","37,100","37,200","37,400","37,300","37,500","37,600","37,700","37,600","37,500","37,600","37,400","36,900","36,400","36,300","36,300","36,100","35,800","35,600","35,500","35,500","35,600","35,700","36,000","36,000","36,300","36,500","36,700","36,900","37,100","37,200","37,100","37,400","37,500","37,900","37,600","37,300","37,600","37,700","37,600","37,400","37,400","37,300","37,300","37,300","37,100","37,600","37,600","37,500","37,700","37,800","37,700","37,500","37,500","37,500","37,300","37,400","37,200","37,500","37,400","37,300","37,400","37,300","37,300","37,400","37,200","37,200","37,300","37,200","36,900","36,500","36,300","36,200","36,400","36,100","36,000","35,400","35,500","35,400","35,200","35,000","35,100","35,000","35,100","35,000","35,100","35,200","35,300","35,300","35,300","35,300","34,900","34,800","34,700","34,300","34,400","34,500","35,500","36,100","35,500","35,500","35,400","35,300","35,600","35,600","35,500","35,400","35,000","35,100","35,700","35,800"
