28,2020,041940,,,1,31-334100,            Computer & Peripheral Equipment Manufacturing,"35,800","35,800","35,900","35,100","35,500","36,300","36,700","37,000","36,600","37,000","37,300","37,400","37,600","37,700","37,600","37,900","37,900","38,500","38,000","37,700","36,400","36,000","35,900","36,100","36,100","36,100","36,100","36,500","36,800","37,900","38,200","38,400","38,200","38,200","38,400","38,600","38,200","38,300","38,400","39,000","39,200","39,700","40,400","40,300","40,200","39,700","40,000","39,900","40,200","40,500","40,800","40,900","41,300","42,300","42,900","43,400","43,500","43,100","43,200","43,700","43,200","43,600","43,900","44,800","45,500","47,000","47,600","48,000","48,200","48,600","48,200","48,600","49,100","49,400","49,900","49,600","50,000","50,700","51,800","51,900","50,700","50,400","50,600","50,900","51,000","51,000","47,300","47,100","47,900","48,800","49,400","49,800","50,200","50,800","50,500","51,100","50,900","51,300","51,500","52,000","52,200","53,500","53,400","53,700","54,100","54,800","54,100","54,100","54,000","54,400","54,600","54,800","54,500","55,200","55,300","55,500","55,700","55,500","55,900","56,000","56,300","56,600","56,800","56,700","56,800","57,200","58,100","58,000","57,600","58,000","57,900","57,800","57,600","57,800","57,900","57,800","57,800","58,300","58,600","58,900","59,300","59,600","59,600"
29,2020,041940,,,1,31-334111,               Electronic Computer Manufacturing,"33,400","33,400","33,400","32,500","33,000","33,700","34,300","34,600","34,200","34,600","34,800","35,000","35,100","35,100","35,100","35,400","35,400","36,000","35,400","35,200","34,000","33,500","33,400","33,600","33,500","33,400","33,300","33,700","34,000","35,000","35,400","35,500","35,400","35,400","35,600","35,800","35,500","35,700","35,800","36,400","36,600","37,100","37,800","37,800","37,700","37,200","37,500","37,500","37,800","38,200","38,500","38,500","38,900","39,900","40,400","41,000","40,900","40,600","40,500","41,100","40,700","40,900","41,300","42,100","42,800","44,300","44,900","45,300","45,500","46,000","45,600","46,000","46,400","46,800","47,200","46,900","47,300","48,000","49,000","49,000","47,900","47,700","47,800","48,100","48,000","48,000","44,200","44,100","44,900","45,700","46,300","46,700","47,000","47,600","47,200","47,700","47,600","48,000","48,200","49,100","49,300","50,600","50,600","50,800","51,300","52,000","51,300","51,300","51,300","51,700","51,800","52,100","51,800","52,500","52,700","52,800","53,100","53,000","53,300","53,500","53,900","54,100","54,300","54,400","54,500","54,900","55,700","55,700","55,200","55,700","55,600","55,600","55,300","55,500","55,500","55,400","55,400","56,100","56,500","56,800","57,200","57,600","57,500"
31,2020,041940,,,1,31-334400,            Semiconductor & Electronic Component Mfg,"40,500","40,500","40,400","40,300","40,500","40,800","41,000","41,200","41,200","41,100","41,400","41,400","41,500","41,700","41,900","42,300","42,500","42,800","43,100","43,200","43,000","42,900","43,000","43,000","42,800","42,700","42,600","43,100","43,200","43,500","43,900","43,900","43,600","43,300","43,400","43,500","43,100","43,300","43,400","43,300","43,400","43,900","44,000","43,800","43,600","43,700","43,700","43,800","43,500","43,500","43,400","43,600","43,700","44,000","43,800","43,800","43,300","43,000","43,000","43,200","42,300","42,400","42,300","42,300","42,400","42,600","42,700","42,500","42,400","41,800","41,700","41,700","41,000","41,000","41,000","41,100","40,900","41,400","41,600","41,400","41,100","40,800","41,000","40,900","40,800","40,800","41,000","41,000","41,000","41,500","41,900","41,900","41,500","41,200","41,500","41,900","41,300","41,400","41,600","41,400","41,500","41,800","42,200","41,900","41,400","41,200","41,200","41,400","40,800","40,800","40,800","40,500","40,300","40,600","40,600","40,500","40,100","40,200","39,900","40,200","39,300","39,400","39,300","38,600","38,700","39,100","39,100","39,200","38,600","38,600","38,600","38,500","38,100","38,000","38,100","37,800","37,800","38,100","38,300","38,700","38,400","38,400","38,300"
32,2020,041940,,,1,31-334412,               Bare Printed Circuit Board Manufacturing,"4,400","4,300","4,200","4,100","4,100","4,100","4,100","4,100","4,100","4,000","4,000","4,000","4,100","4,100","4,100","4,100","4,000","4,000","4,000","4,000","4,000","4,000","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,900","4,000","4,000","4,000","4,000","4,000","4,000","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,800","4,000","3,900","3,900","3,900","3,900","3,900","3,900","4,000","4,000","4,000","4,000","3,900","3,900","3,900","3,900","3,900","3,900","3,900","4,000","4,000","4,100","4,100","4,000","4,100","4,000","4,000","3,800","3,800","3,700","3,900","3,900","3,900","3,900","3,800","3,800","3,700","3,800","3,800","3,800","3,700","3,700","3,700","3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,900","3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,800","3,900","3,900","3,900","4,000","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,900","3,800","3,800","3,700","3,900","3,700","3,700","3,700","3,500","3,500","3,600","3,600","3,600","3,500","3,500","3,500","3,600","3,500","3,500","3,500","3,500","3,400","3,500","3,500","3,400","3,400","3,400","3,400"
33,2020,041940,,,1,31-334413,               Semiconductor & Related Devices Manufacturing,"26,700","26,800","27,000","27,500","27,500","27,800","27,900","28,100","28,100","28,200","28,300","28,400","28,300","28,500","28,600","29,100","29,300","29,600","29,800","30,000","30,000","30,000","30,100","30,100","30,000","30,000","29,900","30,300","30,500","30,700","31,000","31,000","30,800","30,500","30,700","30,800","30,400","30,600","30,600","30,600","30,700","31,000","31,200","31,100","31,000","30,900","30,800","30,900","30,500","30,500","30,500","30,700","30,700","30,800","30,600","30,600","30,200","30,000","29,900","30,200","29,800","29,800","29,700","29,500","29,600","29,800","29,800","29,700","29,700","29,100","29,300","29,300","28,900","29,000","29,100","29,100","29,000","29,400","29,600","29,500","29,300","29,200","29,300","29,200","28,900","28,900","29,100","29,200","29,100","29,500","29,700","29,600","29,300","28,900","29,000","29,200","28,700","28,800","28,900","28,700","28,800","29,200","29,500","29,400","28,900","28,700","28,700","28,800","28,200","28,300","28,300","28,300","28,100","28,400","28,400","28,400","28,000","28,200","27,900","28,100","27,500","27,500","27,700","27,500","27,400","27,600","27,700","27,700","27,200","27,100","27,100","27,100","26,900","26,900","26,900","26,600","26,500","26,700","26,800","26,700","26,500","26,400","26,300"
35,2020,041940,,,1,31-334500,            Electronic Instrument Manufacturing,"16,200","16,100","16,100","15,700","15,700","15,800","15,900","15,800","15,800","15,600","15,600","15,900","15,700","15,700","15,700","15,700","15,700","15,700","15,800","15,800","15,700","15,700","15,600","15,600","15,500","15,400","15,400","15,300","15,400","15,400","14,400","14,400","14,100","13,300","13,400","13,400","13,100","13,100","13,100","13,100","13,200","13,300","13,300","13,300","13,400","13,200","13,300","13,400","13,100","13,300","13,400","13,100","13,200","13,400","13,200","13,500","13,500","13,400","13,600","13,500","13,300","13,400","13,400","13,300","13,400","13,400","13,300","13,300","13,100","13,000","13,100","13,000","13,400","13,300","13,300","13,300","13,300","13,300","13,400","13,400","13,400","13,300","13,300","13,300","13,500","13,600","13,500","13,700","13,800","14,000","14,300","14,400","14,400","14,400","14,500","14,700","14,900","15,000","15,100","15,000","15,100","15,200","15,200","15,200","15,200","15,300","15,300","15,400","15,300","15,400","15,600","15,600","15,700","15,800","16,000","16,100","16,000","16,000","16,200","16,300","16,100","16,100","16,200","16,100","16,100","16,100","16,100","16,100","16,000","16,100","16,100","16,200","16,100","15,800","15,800","15,900","15,900","16,100","16,100","16,100","16,200","16,300","16,400"
38,2020,041940,,,1,31-336000,           Transportation Equipment Manufacturing,"9,600","9,600","9,500","9,400","9,300","9,300","9,300","9,200","9,100","9,100","9,100","9,000","8,900","8,900","8,800","8,800","8,700","8,700","8,700","8,700","8,400","8,200","8,100","8,000","8,000","8,000","8,000","8,000","7,900","7,900","7,900","7,900","7,800","7,900","7,800","7,800","7,700","7,600","7,600","7,600","7,500","7,500","7,400","7,400","7,300","7,200","7,200","7,100","7,100","7,000","7,000","6,900","6,800","6,800","6,800","6,700","6,700","6,700","6,600","6,600","6,600","6,500","6,500","6,500","6,400","6,400","6,400","6,300","6,300","6,300","6,300","6,300","6,300","6,200","6,200","6,200","6,200","6,200","6,300","6,300","6,300","6,400","6,400","6,400","6,400","6,300","6,300","6,300","6,300","6,300","6,400","6,400","6,400","6,200","6,200","6,300","6,200","6,300","6,300","6,300","6,300","6,400","6,500","6,500","6,500","6,500","6,500","6,600","6,500","6,600","6,600","6,600","6,500","6,500","6,600","6,500","6,400","6,400","6,300","6,300","6,200","6,100","6,000","5,800","5,500","5,900","5,700","5,700","5,600","5,600","5,600","5,600","5,500","5,500","5,400","5,400","5,400","5,500","5,500","5,400","5,300","5,300","5,300"
39,2020,041940,,,1,31-336400,            Aerospace Product & Parts Manufacturing,"8,100","8,100","8,100","8,000","8,000","8,000","8,100","8,000","8,000","8,000","8,000","8,000","7,900","7,900","7,800","7,800","7,800","7,800","7,800","7,800","7,500","7,400","7,300","7,200","7,200","7,200","7,200","7,200","7,100","7,100","7,100","7,100","7,100","7,000","7,000","7,000","6,900","6,900","6,800","6,800","6,700","6,700","6,700","6,600","6,500","6,500","6,400","6,400","6,300","6,300","6,200","6,200","6,100","6,100","6,100","6,000","6,000","6,000","5,900","5,900","5,900","5,800","5,800","5,800","5,700","5,700","5,700","5,600","5,500","5,600","5,600","5,500","5,500","5,400","5,400","5,300","5,300","5,300","5,400","5,300","5,300","5,300","5,300","5,300","5,200","5,200","5,200","5,100","5,100","5,100","5,100","5,100","5,000","4,900","4,900","4,900","4,800","4,800","4,700","4,700","4,700","4,700","4,700","4,600","4,500","4,500","4,500","4,600","4,500","4,500","4,500","4,400","4,400","4,500","4,500","4,500","4,500","4,400","4,400","4,500","4,400","4,400","4,400","4,400","4,400","4,400","4,500","4,500","4,400","4,400","4,400","4,500","4,300","4,300","4,300","4,200","4,200","4,300","4,300","4,300","4,200","4,100","4,100"
42,2020,041940,,,1,32-000000,        Nondurable Goods,"11,200","11,300","11,500","12,100","12,000","12,400","12,600","13,600","13,600","13,100","11,800","11,000","10,700","11,000","11,000","11,800","12,000","12,700","13,200","14,100","14,100","13,600","12,100","11,700","11,500","11,700","12,200","12,200","12,400","13,200","13,700","14,200","14,100","13,700","12,900","12,400","12,300","12,100","12,400","12,500","12,600","13,100","13,600","14,500","14,500","13,100","13,000","12,900","12,600","12,800","13,000","13,100","13,900","13,800","14,100","14,900","14,900","13,500","13,400","13,200","13,100","13,200","13,200","13,000","13,300","13,400","14,000","14,100","14,000","13,500","13,400","13,300","13,100","13,200","13,200","13,500","13,600","13,700","14,300","14,200","14,000","13,600","13,600","13,300","13,200","13,200","13,300","13,300","13,400","13,500","13,700","13,900","13,700","13,200","13,400","13,200","12,800","12,900","12,900","13,000","13,200","13,400","13,800","14,200","14,100","13,400","13,500","13,400","13,100","13,300","13,200","13,100","13,200","13,300","13,100","13,500","13,300","12,600","12,400","12,400","12,300","12,300","12,100","10,600","11,000","11,300","11,500","11,900","11,800","11,200","11,200","11,100","11,000","11,000","11,000","11,100","11,200","11,300","11,300","11,800","11,800","11,400","11,100"
46,2020,041940,,,1,07-000000,    Service Providing,"676,900","678,800","682,300","689,400","694,900","694,200","681,200","680,500","685,200","696,500","702,400","705,400","693,500","698,400","701,200","703,200","705,600","709,000","697,000","699,900","707,600","718,100","722,800","726,300","714,300","720,300","726,400","733,200","737,100","742,100","730,900","735,700","741,000","752,400","758,800","761,900","750,900","758,700","762,700","767,000","772,200","775,100","761,500","769,600","774,500","784,200","793,700","797,000","787,400","794,000","798,300","803,700","807,700","811,000","800,100","806,900","810,900","821,200","825,800","828,200","819,300","822,800","826,000","832,300","837,900","842,100","836,600","841,100","842,300","855,900","859,300","860,100","850,800","855,900","856,400","865,400","869,000","872,600","865,300","868,100","867,600","877,600","884,000","886,100","870,400","876,800","885,200","888,900","893,200","899,300","892,400","892,700","889,800","899,300","905,900","906,400","886,700","894,600","897,500","899,800","905,500","912,900","905,200","907,500","904,000","916,100","922,800","923,200","907,600","912,200","915,600","914,600","920,000","925,500","923,100","928,100","922,400","935,700","944,600","945,900","931,900","937,100","926,400","809,800","817,900","833,100","831,300","836,000","836,500","848,000","857,100","850,700","833,000","845,200","850,800","861,800","865,700","870,400","870,300","875,100","879,500","896,400","900,600"
47,2020,041940,,,1,08-000000,    Private Service Providing,"580,900","582,600","584,700","590,000","594,000","597,600","596,200","597,000","595,300","601,100","605,400","609,300","598,900","603,100","605,500","606,700","608,800","612,800","615,700","617,500","616,700","624,300","628,400","631,900","622,600","627,400","632,400","639,000","642,900","647,200","649,800","652,600","650,800","658,900","664,700","668,600","658,300","664,700","669,600","672,700","676,500","680,700","682,900","686,200","683,200","690,100","698,300","702,800","692,900","698,400","702,500","706,800","710,700","716,800","717,800","720,800","718,700","726,000","729,900","733,000","725,500","728,200","731,900","737,500","742,700","747,400","752,900","753,800","750,700","761,100","763,800","764,900","757,200","761,600","761,000","769,800","772,600","776,600","780,000","779,800","774,700","781,600","786,100","788,300","774,600","781,000","788,400","791,400","795,200","802,600","804,400","803,100","795,800","801,700","807,300","808,400","790,300","797,800","799,200","801,100","806,400","814,000","815,900","816,800","809,100","817,500","823,300","824,400","811,700","815,800","816,500","815,400","820,400","827,200","832,800","835,200","826,400","836,200","844,500","845,400","833,600","837,300","826,500","712,800","724,600","741,500","744,000","746,000","744,300","753,900","762,800","757,500","741,600","753,800","758,900","768,800","774,000","780,000","784,600","788,100","790,200","804,000","807,500"
48,2020,041940,,,1,40-000000,"      Trade, Transportation & Utilities","123,600","122,200","121,800","122,200","123,000","123,600","124,100","124,700","124,300","124,700","128,500","130,600","125,100","123,900","123,400","123,900","124,200","125,000","125,900","126,500","126,400","127,900","132,100","134,400","128,900","127,100","126,700","127,800","128,400","129,300","130,400","130,800","130,200","131,500","136,800","138,300","132,400","131,200","131,000","131,100","131,300","132,500","133,300","133,500","132,800","133,700","138,300","140,300","134,500","133,000","133,100","133,500","133,500","134,500","135,000","135,600","134,800","135,500","140,000","142,100","136,800","134,800","134,500","134,300","134,700","135,400","136,500","137,100","136,600","138,500","141,800","143,400","137,200","136,400","135,700","135,400","135,300","135,600","137,000","137,000","135,800","135,800","139,100","141,300","135,100","133,600","133,300","133,500","133,700","134,500","134,600","134,900","133,800","133,600","137,200","138,900","134,300","133,400","133,000","132,300","132,400","133,100","133,900","133,500","132,600","132,700","136,300","138,100","132,700","130,900","130,300","129,000","129,400","129,100","130,100","130,400","128,800","129,200","132,800","134,300","129,500","127,800","126,100","105,000","105,400","112,700","115,400","115,600","116,200","117,900","121,300","122,800","118,800","118,300","117,500","117,900","117,400","118,000","118,300","119,100","119,000","120,200","123,600"
49,2020,041940,,,1,41-000000,        Wholesale Trade,"34,100","34,100","34,100","34,200","34,400","34,500","34,800","34,700","34,800","34,500","34,400","34,400","34,100","34,000","33,800","33,500","33,400","33,300","33,500","33,300","33,100","33,300","33,100","33,300","33,500","33,800","33,500","33,900","34,000","34,200","34,800","34,900","34,700","35,400","35,400","35,400","35,400","35,500","35,600","35,700","35,600","35,700","36,100","36,000","35,800","35,600","35,800","35,900","35,800","35,700","35,800","35,700","35,500","35,700","35,900","35,900","35,700","35,800","36,000","36,000","35,400","35,500","35,400","35,400","35,700","35,800","36,000","35,900","35,700","36,700","36,200","36,300","35,800","35,900","35,900","36,000","35,800","35,700","35,800","35,800","35,300","34,800","34,600","34,700","33,900","33,900","33,800","33,900","33,800","33,800","33,600","33,500","33,300","33,100","32,900","32,800","32,700","32,700","32,500","32,500","32,500","32,500","32,300","32,000","31,700","31,800","31,800","31,900","31,800","31,900","31,800","31,700","31,700","31,400","31,400","31,400","31,100","30,900","30,900","31,000","30,800","30,800","30,500","28,500","28,800","29,100","28,900","28,800","28,500","28,500","28,200","28,400","28,200","28,500","28,000","28,100","28,400","28,300","28,700","28,900","28,600","28,700","29,000"
50,2020,041940,,,1,41-423000,"          Merchant Wholesalers, Durable Goods","24,600","24,600","24,600","24,500","24,700","24,800","25,100","25,100","25,300","25,100","25,100","25,200","25,300","25,300","25,300","25,100","25,000","25,000","25,100","25,000","25,000","24,900","24,800","24,900","25,000","25,200","24,800","24,800","24,900","25,100","25,600","25,700","25,600","26,400","26,500","26,500","26,400","26,300","26,400","26,500","26,500","26,500","26,700","26,600","26,500","26,300","26,300","26,300","26,200","26,300","26,300","26,300","26,300","26,400","26,600","26,600","26,500","26,500","26,600","26,600","26,300","26,300","26,200","26,200","26,400","26,500","26,600","26,500","26,300","26,400","26,300","26,400","26,300","26,300","26,300","26,300","26,200","26,100","26,000","26,000","25,600","25,300","24,900","24,800","24,200","24,100","23,900","23,900","23,900","23,900","23,700","23,700","23,700","23,500","23,300","23,200","23,100","23,100","23,000","22,900","22,900","23,000","22,800","22,600","22,300","22,300","22,300","22,400","22,300","22,300","22,200","22,100","22,100","22,000","22,100","22,000","21,800","21,800","21,800","21,800","21,800","21,800","21,600","20,400","20,500","20,800","20,700","20,600","20,400","20,400","20,300","20,500","20,400","20,600","20,400","20,600","20,800","20,900","21,500","21,800","21,200","21,300","21,500"
52,2020,041940,,,1,42-000000,        Retail Trade,"77,700","76,400","76,000","76,300","76,600","77,000","77,200","77,800","77,200","78,100","82,000","83,800","79,200","78,000","77,700","78,400","78,700","79,500","80,200","81,100","81,100","82,500","86,800","88,500","83,100","81,100","81,000","81,500","81,900","82,300","82,700","82,800","82,300","82,900","88,100","89,200","83,800","82,300","82,000","82,000","82,300","83,200","83,400","83,700","83,000","83,800","87,900","89,200","84,600","83,300","83,200","83,800","83,800","84,400","84,700","85,300","84,800","85,300","89,400","90,800","86,500","85,200","85,000","84,700","84,800","85,300","86,000","86,600","86,300","87,100","90,400","91,200","86,400","85,600","85,000","84,500","84,500","84,600","85,700","85,700","85,000","85,300","88,100","89,200","85,700","84,400","84,300","84,400","84,700","85,300","85,800","86,000","85,100","85,300","88,900","89,800","86,400","85,300","85,100","84,400","84,400","85,100","86,000","85,800","85,100","84,900","87,600","88,600","84,700","83,300","82,900","81,900","82,200","82,200","82,900","82,900","81,600","82,100","84,900","85,500","81,700","80,600","79,500","62,300","62,000","68,800","71,300","71,500","72,100","73,500","76,300","77,200","74,400","73,500","73,100","73,000","72,700","73,100","72,900","72,800","72,700","73,600","75,700"
53,2020,041940,,,1,42-443000,          Electronics & Appliance Stores,"5,300","5,200","5,100","5,000","5,000","5,100","5,000","5,000","5,100","5,100","5,200","5,300","5,300","5,200","5,200","5,200","5,200","5,100","5,200","5,200","5,100","5,200","5,400","5,400","5,500","5,400","5,300","5,400","5,300","5,300","5,200","5,100","5,000","5,100","5,300","5,400","5,200","5,000","5,000","4,800","4,700","4,600","4,600","4,500","4,500","4,600","4,700","4,800","4,600","4,400","4,300","4,300","4,400","4,400","4,400","4,500","4,500","4,500","4,600","4,700","4,500","4,500","4,500","4,500","4,500","4,500","4,500","4,600","4,600","4,600","4,700","4,800","4,800","4,700","4,700","4,700","4,600","4,500","4,500","4,600","4,600","4,600","4,700","4,700","4,600","4,500","4,500","4,400","4,400","4,400","4,300","4,300","4,400","4,400","4,600","4,600","4,600","4,500","4,500","4,500","4,500","4,400","4,300","4,300","4,300","4,300","4,300","4,300","4,200","4,100","4,100","4,000","4,000","4,000","4,000","3,900","3,900","4,100","4,200","4,200","3,900","3,700","3,700","3,500","3,500","3,500","3,700","3,700","3,600","3,700","3,800","3,800","3,700","3,700","3,600","3,600","3,600","3,500","3,500","3,600","3,600","3,700","3,700"
54,2020,041940,,,1,42-444000,          Building Material & Garden Equipment Stores,"5,500","5,600","5,600","5,700","5,700","5,700","5,600","5,600","5,500","5,400","5,300","5,300","5,300","5,400","5,400","5,500","5,500","5,500","5,600","5,600","5,600","5,600","5,600","5,500","5,400","5,400","5,500","5,800","5,700","5,800","5,800","5,800","5,800","5,700","5,600","5,700","5,400","5,500","5,700","5,900","6,100","6,100","6,200","6,300","6,300","6,100","5,900","5,900","5,700","5,800","5,800","6,000","5,900","5,900","6,000","5,900","5,800","5,700","5,700","5,700","5,700","5,700","5,800","6,000","6,000","5,900","5,800","5,800","5,600","5,700","5,700","5,700","5,600","5,700","5,700","5,900","5,900","5,900","6,000","5,900","5,700","5,700","5,800","5,800","5,700","5,700","5,800","5,900","5,900","5,900","5,900","5,900","5,800","5,800","5,700","5,700","5,600","5,700","5,800","5,900","5,900","6,000","6,000","5,900","5,800","5,700","5,300","5,200","5,200","5,200","5,300","5,300","5,400","5,500","5,400","5,300","5,200","5,200","5,200","5,200","5,300","5,400","5,500","5,100","5,300","5,600","5,700","6,200","5,600","5,600","5,600","5,800","5,900","5,800","5,700","5,600","5,700","5,900","5,700","5,800","5,700","5,600","5,600"
55,2020,041940,,,1,42-445000,          Food & Beverage Stores,"16,400","16,300","16,200","16,300","16,500","16,400","16,200","16,300","16,300","16,400","17,300","17,500","16,800","16,800","16,800","16,700","16,900","16,800","16,600","16,600","16,700","16,900","17,200","17,300","17,000","16,900","16,900","16,900","17,000","16,900","16,700","16,900","16,800","16,900","17,500","18,300","17,300","17,200","17,000","16,800","16,900","17,100","17,000","17,000","16,900","16,800","17,100","17,400","17,100","17,300","17,200","17,200","17,300","17,400","17,400","17,400","17,500","17,600","18,100","18,300","18,000","18,000","18,000","17,800","17,800","17,800","18,000","17,900","18,000","17,900","18,000","18,000","17,600","17,900","17,700","17,400","17,500","17,600","17,700","17,800","17,800","17,700","17,800","17,900","17,500","17,700","17,600","17,700","17,800","17,800","17,600","17,700","17,600","17,600","17,800","17,700","17,300","17,400","17,500","17,400","17,500","17,400","17,400","17,400","17,300","17,500","17,600","17,700","17,200","17,300","17,300","17,100","17,400","17,400","17,400","17,400","17,400","17,400","17,400","17,400","17,100","17,200","17,200","16,600","17,400","17,600","17,600","17,700","17,600","17,600","17,700","17,800","17,600","17,500","17,500","17,400","17,200","16,900","16,700","16,700","16,600","16,300","16,400"
56,2020,041940,,,1,42-446000,          Health & Personal Care Stores,"4,600","4,600","4,600","4,600","4,600","4,600","4,500","4,600","4,500","4,600","4,700","4,700","4,500","4,500","4,500","4,500","4,500","4,600","4,500","4,600","4,600","4,700","4,900","4,800","4,900","4,900","4,800","4,800","4,800","4,900","4,900","4,900","4,900","5,000","5,300","5,200","5,000","4,900","4,900","5,000","5,100","5,100","5,000","5,000","5,000","5,000","5,300","5,300","5,100","5,000","5,000","4,900","4,900","5,000","4,900","4,900","4,900","5,000","5,200","5,200","4,900","4,900","4,900","4,900","4,900","4,900","4,900","4,900","5,000","4,900","5,100","5,000","4,800","4,900","4,900","5,000","5,000","5,000","5,100","5,200","5,100","5,200","5,400","5,300","5,400","5,300","5,200","5,400","5,300","5,200","5,300","5,200","5,200","5,100","5,300","5,400","5,200","5,100","5,100","5,100","5,000","5,100","5,100","5,000","4,900","4,900","5,100","5,200","5,000","4,900","4,900","4,800","4,900","4,800","4,800","4,900","4,800","4,800","5,000","5,100","4,900","4,800","4,700","4,100","3,600","3,800","4,100","4,100","4,300","4,300","4,300","4,400","4,300","4,300","4,300","4,300","4,300","4,300","4,300","4,200","4,300","4,400","4,500"
57,2020,041940,,,1,42-448000,          Clothing & Clothing Accessories Stores,"10,000","9,600","9,500","9,500","9,600","9,700","9,900","10,100","9,600","9,800","11,300","12,000","10,500","10,000","9,900","10,100","10,000","10,200","10,500","10,600","10,400","10,700","12,300","12,800","11,400","10,800","10,700","10,800","10,900","11,200","11,400","11,300","11,000","11,300","13,600","13,300","11,700","11,100","11,000","10,900","11,000","11,300","11,500","11,500","11,100","11,200","13,200","13,500","11,700","11,300","11,200","11,200","11,100","11,400","11,500","11,600","11,200","11,300","13,000","13,500","11,700","11,200","11,100","11,100","11,200","11,500","11,700","11,900","11,400","11,500","12,900","13,200","11,800","11,400","11,300","11,100","11,200","11,300","11,700","11,700","11,300","11,300","12,600","13,200","11,900","11,500","11,400","11,400","11,500","11,800","11,900","12,000","11,600","11,500","13,000","13,200","11,900","11,500","11,400","11,100","11,200","11,600","11,700","11,700","11,200","11,400","12,600","12,800","11,800","11,200","11,000","10,700","10,700","10,800","11,100","11,100","10,400","10,400","11,300","11,700","10,500","10,100","9,800","4,100","3,600","5,800","7,100","6,400","7,300","8,100","9,200","9,400","8,400","7,600","7,700","7,700","7,700","8,000","8,300","8,300","8,200","8,400","9,000"
58,2020,041940,,,1,42-452000,          General Merchandise Stores,"13,400","12,800","12,600","12,400","12,500","12,600","12,900","13,200","13,200","13,500","14,400","14,900","13,500","12,800","12,700","12,700","12,800","13,000","13,100","13,200","13,200","13,600","14,800","15,400","14,300","13,200","13,200","13,200","13,300","13,300","13,500","13,500","13,500","13,800","15,100","15,500","13,800","13,400","13,300","13,400","13,400","13,500","13,700","13,800","13,800","13,900","14,800","15,400","14,100","13,400","13,500","13,500","13,400","13,500","13,700","14,000","14,000","14,200","15,200","15,600","14,500","13,600","13,600","13,500","13,600","13,700","13,900","14,100","14,000","14,200","14,900","15,300","14,100","13,300","13,100","12,900","12,900","12,900","13,100","13,200","13,000","13,100","14,000","14,200","13,400","12,700","12,600","12,600","12,700","12,900","13,300","13,400","13,100","13,300","14,500","14,900","14,100","13,600","13,200","13,000","13,000","13,100","14,000","14,300","14,300","13,800","15,000","15,700","14,400","13,600","13,300","13,300","13,300","13,300","13,800","13,900","13,800","13,900","15,100","15,400","14,200","13,600","13,500","10,900","10,300","12,300","12,400","12,500","12,500","12,800","14,000","14,300","13,300","13,000","12,700","12,500","12,100","12,400","12,500","12,400","12,600","13,100","14,200"
60,2020,041940,,,1,43-000000,"        Transportation, Warehousing & Utilities","11,800","11,700","11,700","11,700","12,000","12,100","12,100","12,200","12,300","12,100","12,100","12,400","11,800","11,900","11,900","12,000","12,100","12,200","12,200","12,100","12,200","12,100","12,200","12,600","12,300","12,200","12,200","12,400","12,500","12,800","12,900","13,100","13,200","13,200","13,300","13,700","13,200","13,400","13,400","13,400","13,400","13,600","13,800","13,800","14,000","14,300","14,600","15,200","14,100","14,000","14,100","14,000","14,200","14,400","14,400","14,400","14,300","14,400","14,600","15,300","14,900","14,100","14,100","14,200","14,200","14,300","14,500","14,600","14,600","14,700","15,200","15,900","15,000","14,900","14,800","14,900","15,000","15,300","15,500","15,500","15,500","15,700","16,400","17,400","15,500","15,300","15,200","15,200","15,200","15,400","15,200","15,400","15,400","15,200","15,400","16,300","15,200","15,400","15,400","15,400","15,500","15,500","15,600","15,700","15,800","16,000","16,900","17,600","16,200","15,700","15,600","15,400","15,500","15,500","15,800","16,100","16,100","16,200","17,000","17,800","17,000","16,400","16,100","14,200","14,600","14,800","15,200","15,300","15,600","15,900","16,800","17,200","16,200","16,300","16,400","16,800","16,300","16,600","16,700","17,400","17,700","17,900","18,900"
62,2020,041940,,,1,43-400089,          Transportation & Warehousing,"10,300","10,200","10,200","10,200","10,500","10,600","10,600","10,700","10,700","10,600","10,600","10,900","10,300","10,500","10,400","10,500","10,600","10,700","10,600","10,500","10,600","10,600","10,600","11,100","10,700","10,600","10,600","10,700","10,800","11,100","11,300","11,400","11,600","11,600","11,600","12,100","11,500","11,700","11,700","11,700","11,700","11,900","12,100","12,100","12,200","12,500","12,800","13,400","12,300","12,200","12,300","12,300","12,400","12,600","12,700","12,600","12,500","12,700","12,900","13,600","13,200","12,400","12,400","12,400","12,500","12,700","13,000","13,100","13,200","13,400","14,000","14,800","13,200","13,100","13,100","13,200","13,200","13,400","13,500","13,500","13,500","13,700","14,200","15,200","13,300","12,900","12,800","12,800","12,900","13,100","13,000","13,200","13,300","13,300","13,400","14,500","13,400","13,700","13,700","13,800","13,800","13,900","14,000","14,000","14,200","14,400","15,300","16,000","14,600","14,100","14,000","13,800","13,900","13,900","14,200","14,500","14,500","14,600","15,400","16,200","15,400","14,800","14,500","12,600","13,000","13,200","13,600","13,700","13,900","14,200","15,100","15,500","14,500","14,700","14,700","15,000","14,600","14,800","14,900","15,500","15,800","15,900","17,000"
