OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
306190613,BIO-MEDICAL LONG BEACH COMMUNITY HEMODIALYSIS UNIT,930000020,Parent Facility,1525 Long Beach Blvd,Long Beach,90813,19,Los Angeles,Not Applicable,0,Open,2021-01-26,Clinic,Chronic Dialysis Clinic,33.78596,-118.19019
306190618,EVN DIALYSIS CENTER LLC,550006232,Parent Facility,18040 Sherman Way,Reseda,91335,19,Los Angeles,Not Applicable,0,Open,2021-09-30,Clinic,Chronic Dialysis Clinic,34.20082,-118.52679
306190621,PLANNED PARENTHOOD LOS ANGELES-CANOGA PARK CENTER,960000137,Parent Facility,21001 Sherman Way,Canoga Park,91303,19,Los Angeles,Not Applicable,0,Open,1974-04-15,Clinic,Community Clinic,34.2018848,-118.5912282
306190622,PLANNED PARENTHOOD LOS ANGELES- HOLLYWOOD CENTER,960000297,Parent Facility,1014 N Vermont Ave,Los Angeles,90029,19,Los Angeles,Not Applicable,0,Open,1972-06-16,Clinic,Community Clinic,34.09004,-118.2917
306190629,GARFIELD HEALTH CENTER - ROSEMEAD,550006936,Parent Facility,7740 Garvey Ave,Rosemead,91770,19,Los Angeles,Not Applicable,0,Open,2021-10-25,Clinic,Community Clinic,34.06228,-118.10062
306190631,FRESENIUS KIDNEY CARE LONG BEACH MEMORIAL DIALYSIS,550006977,Parent Facility,2789 Long Beach Blvd,Long Beach,90806,19,Los Angeles,Not Applicable,0,Open,2021-10-07,Clinic,Chronic Dialysis Clinic,33.8078,-118.18981
306190638,KWANG HE WON HEALTH CENTER,550005969,Parent Facility,815 S Ardmore Ave,Los Angeles,90005,19,Los Angeles,Not Applicable,0,Open,2021-06-08,Clinic,Community Clinic,34.05718,-118.30223
306190639,3C COMMUNITY CLINIC,550005976,Parent Facility,3030 W Olympic Blvd,Los Angeles,90006,19,Los Angeles,Not Applicable,0,Open,2021-06-09,Clinic,Community Clinic,34.05235,-118.30157
306190733,SOUTH BAY FAMILY HEALTH CARE CENTER,960000152,Parent Facility,2114 Artesia Blvd,Redondo Beach,90278,19,Los Angeles,Not Applicable,0,Open,1974-06-10,Clinic,Community Clinic,33.87276,-118.3745
306190817,VENICE FAMILY CLINIC,960000169,Parent Facility,604 Rose Ave,Venice,90291,19,Los Angeles,Not Applicable,0,Open,1974-02-26,Clinic,Community Clinic,33.999,-118.471641
306190819,U.S. RENAL CARE LITTLE TOKYO DIALYSIS,550004028,Parent Facility,420 E 3rd St,Los Angeles,90013,19,Los Angeles,Not Applicable,0,Open,2017-11-20,Clinic,Chronic Dialysis Clinic,34.047,-118.24187
306190863,AIRPORT MARINA COUNSELING SERVICES,960000174,Parent Facility,7891 La Tijera Blvd,Los Angeles,90045,19,Los Angeles,Not Applicable,0,Open,1963-01-01,Clinic,Community Clinic,33.96524,-118.38541
306190893,APLA HEALTH & WELLNESS - LONG BEACH CENTER,550004066,Parent Facility,1043 Elm Ave,Long Beach,90813,19,Los Angeles,Not Applicable,0,Open,2017-12-12,Clinic,Community Clinic,33.77964,-118.18802
306190905,PLANNED PARENTHOOD LOS ANGELES POMONA CENTER,960000286,Parent Facility,1550 N Garey Ave,Pomona,91767,19,Los Angeles,Not Applicable,0,Open,1975-01-01,Clinic,Community Clinic,34.0735,-117.75223
306190912,"POMONA DIALYSIS CENTER, INC.",550004095,Parent Facility,255 E Bonita Ave,Pomona,91767,19,Los Angeles,Not Applicable,0,Open,2017-12-21,Clinic,Chronic Dialysis Clinic,34.0963,-117.74565
306190913,U.S. RENAL CARE DOWNTOWN LOS ANGELES DIALYSIS,550004092,Parent Facility,2511 W 3rd St,Los Angeles,90057,19,Los Angeles,Not Applicable,0,Open,2017-12-12,Clinic,Chronic Dialysis Clinic,34.06525,-118.27726
306190916,ROWLAND HEIGHTS DIALYSIS,550004094,Parent Facility,17875 Colima Rd,Rowland Heights,91748,19,Los Angeles,Not Applicable,0,Open,2017-12-11,Clinic,Chronic Dialysis Clinic,33.99013,-117.91417
306190940,FHCCGLA SCHOOL BASED HEALTH CENTER,550004111,Parent Facility,6119 Agra St,Bell Gardens,90201,19,Los Angeles,Not Applicable,0,Open,2018-01-23,Clinic,Community Clinic,33.97562,-118.15423
306190949,PARAMOUNT DIALYSIS CENTER,930000393,Parent Facility,15625 Lakewood Blvd,Paramount,90723,19,Los Angeles,Not Applicable,0,Open,2018-02-05,Clinic,Chronic Dialysis Clinic,33.89182,-118.14283
306190961,COMPTON COMMUNITY HEMODIALYSIS CENTER,930000397,Parent Facility,801 W Compton Blvd,Compton,90220,19,Los Angeles,Not Applicable,0,Open,1975-12-10,Clinic,Chronic Dialysis Clinic,33.89592,-118.23812
306190962,NORTHEAST VALLEY HEALTH - PACOIMA HEALTH CENTER,960000189,Parent Facility,12756 Van Nuys Blvd,Pacoima,91331,19,Los Angeles,Not Applicable,0,Open,1975-12-02,Clinic,Community Clinic,34.27388,-118.410641
306191009,PLANNED PARENTHOOD LOS ANGELES-EL MONTE CENTER,960000596,Parent Facility,4786 Peck Rd,El Monte,91732,19,Los Angeles,Not Applicable,0,Open,1977-01-01,Clinic,Community Clinic,34.09064,-118.01454
306191012,FMCNA OF CULVER CITY,930000219,Parent Facility,9432 Venice Blvd,Culver City,90232,19,Los Angeles,Not Applicable,0,Open,1977-02-01,Clinic,Chronic Dialysis Clinic,34.02495,-118.3958
306191020,SOUTH BAY FAMILY HEALTH CARE CENTER,960000202,Parent Facility,742 W Gardena Blvd,Gardena,90247,19,Los Angeles,Not Applicable,0,Open,1977-07-22,Clinic,Community Clinic,33.88165,-118.28859
306191025,PLANNED PARENTHOOD  LOS ANGELES - SANTA MONICA CTR,960000204,Parent Facility,1316 3rd St Prom,Santa Monica,90401,19,Los Angeles,Not Applicable,0,Open,1977-07-01,Clinic,Community Clinic,34.01671,-118.49742
306191038,WILMINGTON COMMUNITY CLINIC,960001021,Parent Facility,1009 N Avalon Blvd,Wilmington,90744,19,Los Angeles,Not Applicable,0,Open,1977-07-11,Clinic,Community Clinic,33.78321,-118.26273
306191040,PLANNED PARENTHOOD LOS ANGELES VAN NUYS CENTER,960000207,Parent Facility,7100 Van Nuys Blvd,Van Nuys,91405,19,Los Angeles,Not Applicable,0,Open,1977-07-08,Clinic,Community Clinic,34.19947,-118.44876
306191050,THE MAPLE COUNSELING CENTER,960000209,Parent Facility,9107 Wilshire Blvd,Beverly Hills,90210,19,Los Angeles,Not Applicable,0,Open,1978-02-17,Clinic,Psychology Clinic,34.06709,-118.39062
306191053,EAST VALLEY COMMUNITY HEALTH CENTER,960000210,Parent Facility,420 S Glendora Ave,West Covina,91790,19,Los Angeles,Not Applicable,0,Open,1977-10-14,Clinic,Community Clinic,34.06751,-117.92519
306191065,PLANNED PARENTHOOD LOS ANGELES - LAKEWOOD CENTER,960000212,Parent Facility,5525 Del Amo Blvd,Lakewood,90713,19,Los Angeles,Not Applicable,0,Open,1978-04-14,Clinic,Community Clinic,33.84714,-118.12407
306191073,U.S. RENAL CARE SKYPARK DIALYSIS,930000229,Parent Facility,3295 Skypark Dr,Torrance,90505,19,Los Angeles,Not Applicable,0,Open,1978-12-22,Clinic,Chronic Dialysis Clinic,33.80963,-118.34548
306191084,WATTS HEALTH CENTER,960000216,Parent Facility,10300 Compton Ave,Los Angeles,90002,19,Los Angeles,Not Applicable,0,Open,1979-02-13,Clinic,Community Clinic,33.94307,-118.24618
306191087,INGLEWOOD DIALYSIS,930000230,Parent Facility,125 E Arbor Vitae St,Inglewood,90301,19,Los Angeles,Not Applicable,0,Open,1979-06-01,Clinic,Chronic Dialysis Clinic,33.953289,-118.35366
306191101,HOLY CROSS RENAL CENTER,930000234,Parent Facility,14901 Rinaldi St,Mission Hills,91345,19,Los Angeles,Not Applicable,0,Open,1980-01-01,Clinic,Chronic Dialysis Clinic,34.27904,-118.45766
306191103,QUEENSCARE HEALTH CENTERS,960000219,Parent Facility,150 N Reno St,Los Angeles,90026,19,Los Angeles,Not Applicable,0,Open,1979-10-01,Clinic,Community Clinic,34.07274,-118.28041
306191109,CHINATOWN SERVICE CENTER FAMILY HEALTH CLINIC,960000220,Parent Facility,767 N Hill St,Los Angeles,90012,19,Los Angeles,Not Applicable,0,Open,1980-01-16,Clinic,Community Clinic,34.06253,-118.23973
306191135,ARROYO VISTA FAMILY HEALTH CENTER,960000438,Parent Facility,6000 N Figueroa St,Los Angeles,90042,19,Los Angeles,Not Applicable,0,Open,1980-12-23,Clinic,Community Clinic,34.11147,-118.18891
306191144,GARFIELD HEMODIALYSIS CENTER,930000243,Parent Facility,118 Hilliard Ave,Monterey Park,91754,19,Los Angeles,Not Applicable,0,Open,1980-09-10,Clinic,Chronic Dialysis Clinic,34.06727,-118.12322
306191150,MULTISERVICE FAMILY CENTER,960000228,Parent Facility,101 N La Brea Ave,Inglewood,90301,19,Los Angeles,Not Applicable,0,Open,1981-08-31,Clinic,Community Clinic,33.96343,-118.35341
306191163,SAINT VINCENTS DIALYSIS CENTER,930000245,Parent Facility,201 S Alvarado St,Los Angeles,90057,19,Los Angeles,Not Applicable,0,Open,1982-09-01,Clinic,Chronic Dialysis Clinic,34.06393,-118.27211
306191166,COVINA DIALYSIS CENTER,930000248,Parent Facility,1547 W Garvey Ave N,West Covina,91790,19,Los Angeles,Not Applicable,0,Open,1982-01-11,Clinic,Chronic Dialysis Clinic,34.07276,-117.93972
306191169,ELDORADO COMMUNITY SERVICE CENTER,960000232,Parent Facility,4450 W Century Blvd,Inglewood,90304,19,Los Angeles,Not Applicable,0,Open,1981-07-24,Clinic,Community Clinic,33.94541,-118.354
306191181,U.S. RENAL CARE GARDENA DIALYSIS,930000252,Parent Facility,1045 W Redondo Beach Blvd,Gardena,90247,19,Los Angeles,Not Applicable,0,Open,1982-03-19,Clinic,Chronic Dialysis Clinic,33.89247,-118.29363
306191200,EAST LOS ANGELES HEALTH TASK FORCE,960000237,Parent Facility,2120 E 6th St,Los Angeles,90023,19,Los Angeles,Not Applicable,0,Open,2012-04-12,Clinic,Community Clinic,34.03869,-118.21656
306191218,WEST HILLS DIALYSIS,930000268,Parent Facility,7230 Medical Center Dr,West Hills,91307,19,Los Angeles,Not Applicable,0,Open,1983-06-16,Clinic,Chronic Dialysis Clinic,34.20168,-118.62943
306191220,KIDNEY CENTER OF VAN NUYS,930000269,Parent Facility,14624 Sherman Way,Van Nuys,91405,19,Los Angeles,Not Applicable,0,Open,1983-02-01,Clinic,Chronic Dialysis Clinic,34.2004109,-118.4516135
306191261,RAI - COMPTON  - LOS ANGELES,930000287,Parent Facility,11859 Compton Ave,Los Angeles,90059,19,Los Angeles,Not Applicable,0,Open,1983-07-19,Clinic,Chronic Dialysis Clinic,33.92463,-118.24633
306191298,U.S. RENAL CARE NORTHRIDGE DIALYSIS,930000303,Parent Facility,18546 Roscoe Blvd,Northridge,91324,19,Los Angeles,Not Applicable,0,Open,1984-01-17,Clinic,Chronic Dialysis Clinic,34.22069,-118.5377
306191299,HUNTINGTON DIALYSIS CENTER,930000304,Parent Facility,806 S Fair Oaks Ave,Pasadena,91105,19,Los Angeles,Not Applicable,0,Open,1985-03-07,Clinic,Chronic Dialysis Clinic,34.13202,-118.15033
306191327,"COMPREHENSIVE COMMUNITY HEALTH CENTERS, INC. - SUNLAND",550004115,Parent Facility,8316 Foothill Blvd,Sunland,91040,19,Los Angeles,Not Applicable,0,Open,2017-12-12,Clinic,Community Clinic,34.25965,-118.31432
306191350,BALDWIN PARK DIALYSIS,550005120,Parent Facility,14101 Francisquito Ave,Baldwin Park,91706,19,Los Angeles,Not Applicable,0,Open,2019-10-04,Clinic,Chronic Dialysis Clinic,34.06461,-117.96869
306191356,SOUTH CENTRAL FAMILY HEALTH CENTER,960000260,Parent Facility,4425 S Central Ave,Los Angeles,90011,19,Los Angeles,Not Applicable,0,Open,1984-11-01,Clinic,Community Clinic,34.00307,-118.256861
306191373,KORYO HEALTH FOUNDATION,960000265,Parent Facility,1058 S Vermont Ave,Los Angeles,90006,19,Los Angeles,Not Applicable,0,Open,1984-11-09,Clinic,Community Clinic,34.05138,-118.29157
306191387,EATON CANYON DIALYSIS CENTER,930000337,Parent Facility,2551 E Washington Blvd,Pasadena,91107,19,Los Angeles,Not Applicable,0,Open,1985-02-11,Clinic,Chronic Dialysis Clinic,34.16917,-118.09747
306191400,GLENDALE DIALYSIS,930000002,Parent Facility,1000 E Palmer Ave,Glendale,91205,19,Los Angeles,Not Applicable,0,Open,1985-05-30,Clinic,Chronic Dialysis Clinic,34.13261,-118.24307
306191416,WILSHIRE DIALYSIS CENTER,930000348,Parent Facility,1212 Wilshire Blvd,Los Angeles,90017,19,Los Angeles,Not Applicable,0,Open,1985-09-09,Clinic,Chronic Dialysis Clinic,34.05318,-118.26533
306191424,FRESENIUS MEDICAL CARE MISSION HILLS,930000378,Parent Facility,11550 Indian Hills Rd,Mission Hills,91345,19,Los Angeles,Not Applicable,0,Open,1985-10-25,Clinic,Chronic Dialysis Clinic,34.28018,-118.45888
306191443,RAI - CENTINELA - INGLEWOOD,930000357,Parent Facility,1416 Centinela Ave,Inglewood,90302,19,Los Angeles,Not Applicable,0,Open,1985-11-13,Clinic,Chronic Dialysis Clinic,33.9769,-118.36509
306191444,BURBANK DIALYSIS,930000388,Parent Facility,1211 N San Fernando Blvd,Burbank,91504,19,Los Angeles,Not Applicable,0,Open,1986-01-07,Clinic,Chronic Dialysis Clinic,34.1889,-118.31979
306194016,UCLA SCHOOL OF NURSING HEALTH CENTER,960000279,Parent Facility,545 S San Pedro St,Los Angeles,90013,19,Los Angeles,Not Applicable,0,Open,1986-10-01,Clinic,Community Clinic,34.04328,-118.24457
306194024,SANTA MONICA DIALYSIS,930000429,Parent Facility,1260 15th St,Santa Monica,90404,19,Los Angeles,Not Applicable,0,Open,1987-05-01,Clinic,Chronic Dialysis Clinic,34.02668,-118.48697
306194031,CLINICA MSR. OSCAR A ROMERO,960000308,Parent Facility,123 S Alvarado St,Los Angeles,90057,19,Los Angeles,Not Applicable,0,Open,1987-09-04,Clinic,Community Clinic,34.06598,-118.27081
306194037,FRESENIUS MEDICAL CARE BURBANK,930000425,Parent Facility,2031 W Alameda Ave,Burbank,91506,19,Los Angeles,Not Applicable,0,Open,1987-11-25,Clinic,Chronic Dialysis Clinic,34.1599853,-118.3238148
306194050,ALTAMED MEDICAL GROUP,960000296,Parent Facility,9436 Slauson Ave,Pico Rivera,90660,19,Los Angeles,Not Applicable,0,Open,1986-08-14,Clinic,Community Clinic,33.96805,-118.09567
306194091,RAI -  EAST OLYMPIC - LOS ANGELES,930000439,Parent Facility,5714 E OLYMPIC BLVD,COMMERCE,90022,19,Los Angeles,Not Applicable,0,Open,1989-05-10,Clinic,Chronic Dialysis Clinic,34.0136599,-118.1478375
306194098,UNITED DIALYSIS CENTER,930000440,Parent Facility,3111 LONG BEACH BLVD,LONG BEACH,90807,19,Los Angeles,Not Applicable,0,Open,1989-05-22,Clinic,Chronic Dialysis Clinic,33.8139165,-118.1896205
306194101,BMA CARSON COMMUNITY DIALYSIS,930000442,Parent Facility,20710 Leapwood Ave,Carson,90746,19,Los Angeles,Not Applicable,0,Open,1989-06-01,Clinic,Chronic Dialysis Clinic,33.84337,-118.25871
306194138,"MISSION CITY COMMUNITY NETWORK, INC.",960000465,Parent Facility,15206 Parthenia St,North Hills,91343,19,Los Angeles,Not Applicable,0,Open,1990-03-01,Clinic,Community Clinic,34.22818,-118.46373
306194171,HIGH DESERT HEMODIALYSIS,930000449,Parent Facility,1007 W Avenue M14,Palmdale,93551,19,Los Angeles,Not Applicable,0,Open,1990-08-20,Clinic,Chronic Dialysis Clinic,34.6834692,-118.2096586
306194172,MONTEREY PARK DIALYSIS CENTER,930000451,Parent Facility,2560 Corporate Pl,Monterey Park,91754,19,Los Angeles,Not Applicable,0,Open,1990-08-29,Clinic,Chronic Dialysis Clinic,34.04656,-118.16567
306194189,TAVARUA MEDICAL & MENTAL SERVICES,960000644,Parent Facility,8207 Whittier Blvd,Pico Rivera,90660,19,Los Angeles,Not Applicable,0,Open,1990-11-28,Clinic,Community Clinic,34.00665,-118.09604
306194195,"SAMUEL DIXON FAMILY HEALTH CENTER, INC.",960000632,Parent Facility,30257 San Martinez Rd,Castaic,91384,19,Los Angeles,Not Applicable,0,Open,1991-01-01,Clinic,Community Clinic,34.44739,-118.66442
306194210,U.S. RENAL CARE EARL STREET DIALYSIS,930000454,Parent Facility,20911 Earl St,Torrance,90503,19,Los Angeles,Not Applicable,0,Open,1990-11-02,Clinic,Chronic Dialysis Clinic,33.84035,-118.35809
306194222,PREGNANCY HELP CENTER,960000663,Parent Facility,1311 Crenshaw Blvd,Torrance,90501,19,Los Angeles,Not Applicable,0,Open,1991-06-01,Clinic,Community Clinic,33.83507,-118.32869
306194225,UNIVERSITY PARK DIALYSIS CENTER,930000461,Parent Facility,3986 S Figueroa St,Los Angeles,90037,19,Los Angeles,Not Applicable,0,Open,1991-06-07,Clinic,Chronic Dialysis Clinic,34.01156,-118.28272
306194229,"EL PROYECTO DEL BARRIO, INC.",960000688,Parent Facility,8902 WOODMAN AVE,ARLETA,91331,19,Los Angeles,Not Applicable,0,Open,1991-06-28,Clinic,Community Clinic,34.2315385,-118.4371588
306194239,AHF HEALTHCARE CENTER - HOLLYWOOD,960001126,Parent Facility,1300 N Vermont Ave,Los Angeles,90027,19,Los Angeles,Not Applicable,0,Open,1991-01-25,Clinic,Community Clinic,34.09569,-118.29173
306194257,U.S. RENAL CARE LOMITA DIALYSIS,930000464,Parent Facility,1830 Lomita Blvd,Lomita,90717,19,Los Angeles,Not Applicable,0,Open,2019-03-13,Clinic,Chronic Dialysis Clinic,33.79816,-118.3105
306194262,GREATER EL MONTE DIALYSIS CENTER,930000467,Parent Facility,1938 Tyler Ave,South El Monte,91733,19,Los Angeles,Not Applicable,0,Open,1991-10-15,Clinic,Chronic Dialysis Clinic,34.05105,-118.03756
306194274,CITRUS DIALYSIS CENTER,930000638,Parent Facility,315 N THIRD AVE,COVINA,91723,19,Los Angeles,Not Applicable,0,Open,1991-12-02,Clinic,Chronic Dialysis Clinic,34.0887297,-117.892615
306194283,ALTAMED MEDICAL GROUP - SENIOR BUENACARE,960000696,Parent Facility,5425 Pomona Blvd,Los Angeles,90022,19,Los Angeles,Not Applicable,0,Open,1992-03-19,Clinic,Community Clinic,34.03338,-118.1495
306194297,PLANNED PARENTHOOD LOS ANGELES- BURBANK CENTER,960000756,Parent Facility,916 W BURBANK BLVD STE M,BURBANK,91506,19,Los Angeles,Not Applicable,0,Open,1992-04-24,Clinic,Community Clinic,34.1835718,-118.3222662
306194299,LOS NIETOS DIALYSIS,930000659,Parent Facility,10012 Norwalk Blvd,Santa Fe Spgs,90670,19,Los Angeles,Not Applicable,0,Open,1992-06-11,Clinic,Chronic Dialysis Clinic,33.94713,-118.07268
306194321,MOHAN DIALYSIS CENTER OF COVINA,930000662,Parent Facility,158 W College St,Covina,91723,19,Los Angeles,Not Applicable,0,Open,1992-08-07,Clinic,Chronic Dialysis Clinic,34.08743,-117.89173
306194414,THE SABAN COMMUNITY CLINIC - HOLLYWOOD HEALTH CENTER,960000818,Parent Facility,6043 Hollywood Blvd,Los Angeles,90028,19,Los Angeles,Not Applicable,0,Open,1992-10-06,Clinic,Community Clinic,34.10169,-118.32155
306194427,AVENUES PREGNANCY CLINIC OF GLENDALE,960000813,Parent Facility,1911 W Glenoaks Blvd,Glendale,91201,19,Los Angeles,Not Applicable,0,Open,1993-05-04,Clinic,Community Clinic,34.17432,-118.29387
306194433,JEFFREY GOODMAN SPECIAL CARE CLINIC,960000834,Parent Facility,1625 Schrader Blvd,Los Angeles,90028,19,Los Angeles,Not Applicable,0,Open,1993-06-23,Clinic,Community Clinic,34.10026,-118.33249
306194481,BUDDIST TZU CHI HEALTH CENTER,960000851,Parent Facility,1000 S Garfield Ave,Alhambra,91801,19,Los Angeles,Not Applicable,0,Open,1993-11-08,Clinic,Free Clinic,34.08455,-118.12304
306194482,"BRANDMAN CENTERS FOR SENIOR CARE, INC",960000819,Parent Facility,7150 Tampa Ave,Reseda,91335,19,Los Angeles,Not Applicable,0,Open,1993-12-01,Clinic,Community Clinic,34.20008,-118.55343
306194483,"PLANNED PARENTHOOD LOS ANGELES, SOUTH BAY CENTER",960000850,Parent Facility,14623 Hawthorne Blvd,Lawndale,90260,19,Los Angeles,Not Applicable,0,Open,1993-10-20,Clinic,Community Clinic,33.89856,-118.35278
306194545,SOUTH VALLEY  DIALYSIS,930000784,Parent Facility,17815 Ventura Blvd,Encino,91316,19,Los Angeles,Not Applicable,0,Open,1994-01-21,Clinic,Chronic Dialysis Clinic,34.16309,-118.52079
306194610,U.S. RENAL CARE WEST COAST DIALYSIS,930000822,Parent Facility,3780 Kilroy Airport Way,Long Beach,90806,19,Los Angeles,Not Applicable,0,Open,1994-05-10,Clinic,Chronic Dialysis Clinic,33.8067586,-118.1463606
306194613,BELL GARDENS FAMILY MEDICAL CENTER,960000881,Parent Facility,6501 Garfield Ave,Bell Gardens,90201,19,Los Angeles,Not Applicable,0,Open,1994-06-12,Clinic,Community Clinic,33.97292,-118.14756
306194615,AHF HEALTHCARE CENTER-WESTSIDE HEALTHCARE CLINIC,960001128,Parent Facility,99 N La Cienega Blvd,Beverly Hills,90211,19,Los Angeles,Not Applicable,0,Open,1994-07-05,Clinic,Community Clinic,34.0676,-118.37633
306194641,NORTHEAST VALLEY HEALTH CORP. - HOMELESS DIVISION,960000877,Parent Facility,7843 Lankershim Blvd,N Hollywood,91605,19,Los Angeles,Not Applicable,0,Open,1994-09-30,Clinic,Community Clinic,34.2134,-118.38781
306194670,BAART COMMUNITY HEALTHCARE-ZONAL CLINIC,960000883,Parent Facility,1701 Zonal Ave,Los Angeles,90033,19,Los Angeles,Not Applicable,0,Open,1994-06-30,Clinic,Community Clinic,34.06219,-118.21066
306194684,FRESENIUS MEDICAL CARE EL MONTE,930000865,Parent Facility,11204 E Rush St,South El Monte,91733,19,Los Angeles,Not Applicable,0,Open,1995-02-16,Clinic,Chronic Dialysis Clinic,34.04822,-118.03286
306194705,CENTRAL CITY COMMUNITY HEALTH CENTER,960000901,Parent Facility,5970 S Central Ave,Los Angeles,90001,19,Los Angeles,Not Applicable,0,Open,1995-04-15,Clinic,Community Clinic,33.98559,-118.25642
306194706,SAN GABRIEL DIALYSIS CENTER,930000869,Parent Facility,1801 W Valley Blvd,Alhambra,91803,19,Los Angeles,Not Applicable,0,Open,1995-03-20,Clinic,Chronic Dialysis Clinic,34.07742,-118.14332
306194707,PREMIER DIALYSIS CENTER,930000867,Parent Facility,7612 Atlantic Ave,Cudahy,90201,19,Los Angeles,Not Applicable,0,Open,1995-04-14,Clinic,Chronic Dialysis Clinic,33.96689,-118.1872
306194775,INST. FOR MULTICULTURAL COUNSELING & ED. SVC. INC.,960000918,Parent Facility,3580 Wilshire Blvd,Los Angeles,90010,19,Los Angeles,Not Applicable,0,Open,1995-08-29,Clinic,Community Clinic,34.06171,-118.30252
306194783,JHA GERIATRIC CLINIC,960000928,Parent Facility,18855 Victory Blvd,Reseda,91335,19,Los Angeles,Not Applicable,0,Open,1995-10-13,Clinic,Community Clinic,34.18661,-118.54454
306194784,ELDORADO COMMUNITY SERVICE CENTER,960000924,Parent Facility,4023 MARINE AVE,LAWNDALE,90260,19,Los Angeles,Not Applicable,0,Open,2018-12-28,Clinic,Community Clinic,33.89475,-118.34444
306194813,BELL GARDENS COMMUNITY HEALTH CENTER,550000019,Parent Facility,6912 Ajax Ave,Bell Gardens,90201,19,Los Angeles,Not Applicable,0,Open,2005-05-04,Clinic,Community Clinic,33.96996,-118.16294
306194816,QUEENSCARE HEALTH CENTERS,960000926,Parent Facility,4618 Fountain Ave,Los Angeles,90029,19,Los Angeles,Not Applicable,0,Open,1996-01-26,Clinic,Community Clinic,34.09558,-118.29034
306194818,VENICE FAMILY CLINIC - ROBERT LEVINE FAMILY HEALTH.,960000959,Parent Facility,905 Venice Blvd,Venice,90291,19,Los Angeles,Not Applicable,0,Open,1995-11-01,Clinic,Community Clinic,33.99358,-118.454341
306194819,VENICE FAMILY CLINIC SIMMS/MANN HEALTH AND WELLNESS CENTER,960000960,Parent Facility,2509 Pico Blvd,Santa Monica,90405,19,Los Angeles,Not Applicable,0,Open,1995-11-01,Clinic,Community Clinic,34.02333,-118.463371
306194820,PLANNED PARENTHOOD LOS ANGELES - WHITTIER CENTER,960000962,Parent Facility,7655 Greenleaf Ave,Whittier,90602,19,Los Angeles,Not Applicable,0,Open,1996-01-18,Clinic,Community Clinic,33.97265,-118.03742
306194833,"SANTA CLARITA KIDNEY CENTER, INC.",930000242,Parent Facility,23861 McBean Pky,Valencia,91355,19,Los Angeles,Not Applicable,0,Open,1996-02-16,Clinic,Chronic Dialysis Clinic,34.39593,-118.55383
306194836,SANTA CLARITA MEDICAL AND MENTAL HEALTH SERVICES,960000933,Parent Facility,24625 Arch St,Newhall,91321,19,Los Angeles,Not Applicable,0,Open,1995-12-01,Clinic,Community Clinic,34.38461,-118.52894
306194839,LOS ANGELES CHRISTIAN HEALTH CENTERS,960000972,Parent Facility,311 Winston St,Los Angeles,90013,19,Los Angeles,Not Applicable,0,Open,1996-03-14,Clinic,Community Clinic,34.04541,-118.24471
306194857,DUARTE MONROVIA DIALYSIS,930000881,Parent Facility,900 S Mountain Ave,Monrovia,91016,19,Los Angeles,Not Applicable,0,Open,1996-04-25,Clinic,Chronic Dialysis Clinic,34.14287,-117.98625
306194862,DOCTORS DIALYSIS CENTER OF MONTEBELLO,930000882,Parent Facility,1721 W Whittier Blvd,Montebello,90640,19,Los Angeles,Not Applicable,0,Open,1996-05-03,Clinic,Chronic Dialysis Clinic,34.01251,-118.12018
306194959,NEPHRON DIALYSIS,930000886,Parent Facility,5820 Downey Ave,Long Beach,90805,19,Los Angeles,Not Applicable,0,Open,2010-05-18,Clinic,Chronic Dialysis Clinic,33.8617112,-118.1499504
306194961,THE KIDNEY CENTER OF THE NORTH VALLEY,930000887,Parent Facility,16907 Devonshire St,Granada Hills,91344,19,Los Angeles,Not Applicable,0,Open,1996-07-24,Clinic,Chronic Dialysis Clinic,34.25754,-118.50042
306194976,ROSEMEAD DIALYSIS CENTER,930000892,Parent Facility,7403 Hellman Ave,Rosemead,91770,19,Los Angeles,Not Applicable,0,Open,1996-08-20,Clinic,Chronic Dialysis Clinic,34.06988,-118.10752
306194979,TRC/USC KIDNEY CENTER,930000896,Parent Facility,2310 Alcazar St,Los Angeles,90033,19,Los Angeles,Not Applicable,0,Open,1996-11-05,Clinic,Chronic Dialysis Clinic,34.06278,-118.19895
306194983,"ASIAN PACIFIC HEALTH CARE VENTURE, INC - LOS FELIZ HEALTHCARE CENTER",960001028,Parent Facility,1530 Hillhurst Ave,Los Angeles,90027,19,Los Angeles,Not Applicable,0,Open,1997-05-21,Clinic,Community Clinic,34.09942,-118.28737
306194989,C G JUNG INSTITUTE - KIEFFER E FRANTZ CLINIC,960001046,Parent Facility,10349 W Pico Blvd,Los Angeles,90064,19,Los Angeles,Not Applicable,0,Open,1997-11-12,Clinic,Psychology Clinic,34.04728,-118.41548
306194990,TRC/HARBOR-UCLA MFI-TOTAL RENAL DIALYSIS CENTER,930000901,Parent Facility,21602 S Vermont Ave,Torrance,90502,19,Los Angeles,Not Applicable,0,Open,1997-04-02,Clinic,Chronic Dialysis Clinic,33.83252,-118.29024
